ID,District,County,Route,BackPM,AheadPM,EA,EFIS,TYP,RTL Award,Activity Category,Support Cost ($K),R/W Capital ($K),Construction Capital ($K),Total ($K),Status,Activity/Project Location
MB001102,6,KER,99,5.7,7.3,1C180,621000146.0,,,Safety - SI (201.010),0,0,300,300,Active,"In Kern County, on Route 99, center median; remove sediment."
MA001141,6,FRE,180,,,1C740,621000147.0,,,Safety - Collision Reduction (201.015),200,0,950,1150,Active,In Fresno County in Fresno at 180 to the 41 Connector (Right); Construct concrete guardrail
MB001164,6,FRE,99,R3.75,7.5,1C200,621000151.0,,,Safety - SI (201.010),0,0,330,330,Active,In Fresno County in and near Selma from Mountain View Avenue to 0.3 miles south of the Fowler Switch Canal. Repair damaged side slopes.
MB001165,6,KER,178,R2.0,R4.6,1C190,621000155.0,,,Safety - SI (201.010),0,0,330,330,Active,In Kern County in and near Bakersfield at various locations. Repair damaged side slopes.
MA001171,6,TUL,190,,,1C750,621000152.0,,,Drainage (201.151),200,500,500,1200,Active,In Tulare County near Springville 0.2 miles east of Coffee Camp Campground. Replace culverts
MB001223,6,TUL,99,28.0,33.0,1C210,621000178.0,,,Safety - SI (201.010),0,0,330,330,Active,In Tulare County on Route 99 (in and near Tulare) from 0.6 miles of the Bardsley Avenue OC to Avenue 256 and on Route 198 (in and near Visalia) from Route 99 to 0.3 miles west of Packwood Creek Bridge. Repair slopes.
MA001225,6,KER,43,,,1C280,621000069.0,,,Mobility - Operational Improvements (201.310),0,0,1250,1250,Active,In Kern County near Shafter at the intersection of 7th Standard Road. Construct Roundabout.
MB001227,6,FRE,33,,,1C780,621000179.0,,,Bridge (201.112),0,0,250,250,Active,In Fresno County on Route 33 near Firebaugh at Helm Canal Bridges (42-0034 & 42-0033) and Colony Canal Bridge (42-0031) and in Kern County on Route 58 in Buttonwillow at Main Drain Canal (50-0013). Fresno/Kern Bridge End Treatments.
MB001228,6,TUL,245,,,1C820,621000183.0,,,Safety - SI (201.010),0,0,75,75,Active,In Tulare County at Road 212/Avenue 314 Intersection; At Spruce Avenue install Flashing Beacon.
MA001257,6,MAD,99,,,1C850,621000187.0,,,Roadside (201.210),200,0,886,1086,Active,In Madera County near Madera from 0.3 mi south of Cottonwood Creek to Avenue 12 Overcrossing/Add new planting
MB001258,6,KER,46,,,1C840,621000186.0,,,Roadside (201.210),100,0,305,405,Active,On Route 246 from the intersection of Lost Hills Road to 0.9 miles east of the I-5 interchange. New Highway Planting
MA001259,6,FRE,269,,,1C860,621000188.0,,,Roadside (201.210),200,0,1050,1250,Active,In Fresno County near Huron from 1.1 miles north of Palmer Avenue to 0.4 miles south of Route 198. New Highway Planting
MA001260,6,FRE,269,,,1C970,621000189.0,,,Roadside (201.210),200,0,1150,1350,Active,In Fresno County near Huron from 1.1 miles north of Palmer Avenue to 0.4 miles south of Route 198. Stabilize Channel.
MA001276,6,FRE,41,,,1E000,621000192.0,,,Pavement (201.121),150,0,1100,1250,Active,In Fresno County in the City of Fresno from Divisadero Street OC to the 41/180 Sep.; Northbound 41 Divisadero Auxiliary Lane Rehab. Remove and replace HMA.
MB001277,6,KER,204,,,1E010,621000193.0,,,Safety - Collision Reduction (201.015),0,0,250,250,Active,In Kern County on Route 204 from Route 58 to E. California Avenue. Stripe bike lane and signs.
MB001278,6,FRE,180,,,1E030,621000195.0,,,Facilities (201.352),0,0,300,300,Active,In Fresno County at the Mendota Maintenance Station; Study and Resolve Water issues.
MB001279,6,KER,99,,,1E020,621000194.0,,,Roadside (201.210),0,0,333,333,Active,In Kern County in McFarland from Elmo Highway to Sherwood Avenue; Upgrade landscaping.
MA001283,6,FRE,99,,,1E080,621000207.0,,,Roadside (201.210),200,50,420,670,Active,In Fresno and Madera Counties from 0.3 mile south of Grantland Ave UC to 0.2 mi north of Avenue 7 OC. New Highway Planting
MA001286,6,TUL,245,,,1C980,621000190.0,,,Mobility - Operational Improvements (201.310),50,0,1000,1050,Active,"In Tulare County, in the City of Woodlake, at the intersection of State Route 245 and Cajon Avenue. Construct Roundabout"
MA001306,6,FRE,180,,,1E220,621000227.0,,,Safety - Collision Reduction (201.015),150,0,900,1050,Active,In Fresno County on Route 180 from Temperance Avenue to De Wolf Avenue; Route 180 Median Barrier
MB001307,6,MAD,99,,,1E230,622000002.0,,,Mobility - Operational Improvements (201.310),100,50,333,483,Active,In Madera County along Route 99 on Road 29 at .1 miles north of Avenue 12 interchange. Improve operations.
MB001315,6,KER,204,,,1C900,622000007.0,,,Major Damage - Emergency Opening (201.130),0,0,330,330,Active,In Kern County at Bridge 50-0208. Repair washout at abutment.
MB001319,6,FRE,99,,,1C910,622000008.0,,,Safety - SI (201.010),0,0,330,330,Active,In Fresno County on Route 99 (in the City of Fresno) from North Avenue to 0.9 miles north of Shaw Avenue. Emergency work to address damage to side slopes. See comments.
MB001322,6,KER,99,,,1E240,622000008.0,,,Facilities (201.352),0,0,200,200,Active,In Kern and Tulare Counties adjacent to the Delano and Porterville Maintenance Stations. Right of Way Acquisition and Securing
MB001337,6,FRE,99,,,1E270,622000018.0,,,Safety - SI (201.010),0,0,175,175,Active,"In Various locations in Fresno,Kings,Madera and Tulare Counties State Route exit ramps; Install Wrong-Way Driver Countermeasure."
MB001339,6,FRE,33,,,1E280,622000019.0,,,Safety - SI (201.010),0,0,75,75,Active,Huron At-Grade Railroad Crossing Improvements; Replace railroad level crossing signal and install railroad crossing gates.
MB001340,6,TUL,99,,,1E290,620000020.0,,,Mobility - ADA (201.361),0,0,50,50,Active,IN TULARE COUNTY AT & NEAR EARLIMART AT VARIOUS LOCATIONS FROM AVE 48 OVERCROSSING TO AVE 96; Install ADA Curb Ramps Upgrade
MB001343,6,KIN,43,,,1E250,622000016.0,,,Safety - SI (201.010),0,0,200,200,Active,In Kings County on Route 43 from Tulare County Line to Route 198; Replace Fence
MB001344,6,FRE,198,,,1E180,621000223.0,,,Pavement (201.122),0,0,300,300,Active,In Fresno Co. from the Monterrey/Fresno Co line to 0.8 miles west of Warthan Cr.;Slippage Repair
MA001354,6,FRE,180,,,1E300,622000022.0,,,Mobility - ADA (201.361),0,0,1250,1250,Active,In Fresno County on State Route 180 in the City of Mendota; ADA improvement
MB001355,6,MAD,41,42.0,45.7,1C220,621000185.0,,,Safety - SI (201.010),0,0,330,330,Active,In Madera County on Route 41 from PM 42.0 to PM 45.7 and in Mariposa County on Route 41 from PM 0.0 to 2.0.; Emergency hazardous tree removal and erosion control
MA001360,6,FRE,33,,,1E340,622000029.0,,,Mobility - Operational Improvements (201.310),0,0,1250,1250,Active,In Mendota on SR 33 from 0.2 mi south of Jct SR 180 to SVRR railroad crossing and on SR 180 from Jct SR 33 to 3rd Street/Construct Roundabout
MA001362,6,KER,223,,,1C800,621000181.0,,,Mobility - ADA (201.361),400,0,1200,1600,Active,In Arvin from 0.1 mile west of Comanche Drive to Plum tree Dr; Install ADA and Complete Streets improvements;
MA001363,6,KER,223,,,1C810,621000182.0,,,Mobility - ADA (201.361),400,0,1250,1650,Active,In Arvin from Plum tree Drive to 0.1 mile east of King Street; Install ADA and Complete Streets improvements.
MA001365,6,MAD,233,,,1E360,622000042.0,,,Mobility - ADA (201.361),200,0,1250,1450,Active,In Chowchilla from the intersection of Birch Ave (Rd 15) and SR233 to intersection of 9th Street and SR233.
MA001366,6,MAD,233,,,1E370,622000043.0,,,Mobility - ADA (201.361),200,0,1250,1450,Active,In Chowchilla from 0.05 mile west of the intersection of 8th Street and SR 233 to east of Chowchilla Boulevard and SR 23.
MB001396,6,FRE,180,,,1C940,622000048.0,,,Major Damage - Emergency Opening (201.130),0,0,333,333,Active,"In Fresno County in the City of Fresno on Route 180 from Route 99 to Fowler Avenue, and on Route 41 from Van Ness Avenue to Route 180. Repair Side Slopes"
MA001409,6,TUL,63,,,,,,,Safety - Collision Reduction (201.015),0,0,900,900,Active,"On State Route 63 at the intersection with Avenue 416, located in the community of Orosi, in Tulare County."
MA000030,7,LA,10,26.3,26.3,4P240,716000238.0,2019.0,,Facilities (201.352),500,10,560,1070,Active,"In city of San Gabriel, at San Gabriel Electrical Maintenance Station.Â Re-model existing building to meet the current California Building Code."
MA000031,7,LA,210,34.9,35.8,4V060,717000175.0,2019.0,,Mobility - Operational Improvements (201.310),535,10,650,1195,Active,"In Duarte, at westbound offramp to Central Avenue and Buena Vista Street. Install traffic signal system."
MA000032,7,LA,1,49.9,49.9,4V010,718000265.0,2019.0,01/15/21,Safety - Collision Reduction (201.015),400,10,500,910,Active,"In Malibu, near Corral Canyon. Install pedestrian signal crossing, hybrid beacon."
MA000033,7,LA,213,2.2,2.2,4V020,718000266.0,2019.0,,Mobility - Operational Improvements (201.310),450,24,500,974,Active,"In San Pedro, at Crestwood Street. Traffic signal improvement."
MA000034,7,LA,90,1.75,1.77,4V030,718000267.0,,11/17/20,Mobility - Operational Improvements (201.310),0,0,0,0,Active,"In Los Angeles County, in Culver City Route 90 on/offramp at Culver Boulevard. Improve signal and add protected left-turn phasing."
MA000036,7,LA,710,26.7,27.1,4V090,719000076.0,2019.0,,Safety - Collision Reduction (201.015),250,250,750,1250,Active,"In Los Angeles, northbound Route 710 along Laguna regulation basin. Install Midwest Guardrail System (MGS)."
MA000037,7,LA,213,6.155,6.155,4V140,719000147.0,,11/30/20,Mobility - Operational Improvements (201.310),0,0,0,0,Active,"In Los Angeles, at intersection of Route 213 and 242nd Place. Install traffic signals and Americans with Disabilities Act (ADA) curb ramps."
MB000192,7,LA,110,24.9R,25.5,4P720,719000070.0,2019.0,,Signs and Lighting (201.170),150,10,252,412,Active,"In Los Angeles County, in Los Angeles, Place Light Sconces"
MB000193,7,LA,405,43.9,43.9,4P780,719000123.0,2019.0,03/22/21,Protective Betterments (201.150),150,10,300,460,Active,"In Los Angeles County, S/B Route 405 at Roscoe Blvd. off-ramp. Curb and Sidewalk."
MB000195,7,LA,138,63.7,63.7,4P670,718000314.0,2019.0,09/01/20,Drainage (201.151),200,10,256,466,Active,"In Los Angeles County, City of Llano at 165th street. Construct Drainage Pipe."
MB000197,7,LA,118,5.53,5.53,3P750,712000278.0,2019.0,,Safety - SI (201.010),500,120,314,934,Active,"In Los Angeles County, SB on/off ramp at intersection with Rina and Rinaldi. Install protected left turn phasing."
MB000202,7,VEN,33,10.817,10.817,4P930,719000364.0,,02/12/21,Mobility - ADA (201.361),0,0,0,0,Active,"In Ventura County, intersection of Route 33 and Old Grade Road. Upgrade Americans with Disabilities (ADA) curb ramp and construct sidewalk."
MB000209,7,VEN,33,8,8,4P890,719000326.0,2019.0,12/02/20,Mobility - Operational Improvements (201.310),50,10,50,110,Active,"In Ventura County, Intersection of SR-33 and Creek Road. Install acceleration lane."
MB000214,7,LA,105,18.144,18.144,4P900,719000339.0,2019.0,10/15/20,Mobility - Operational Improvements (201.310),80,10,150,240,Active,"In Los Angeles County, Intersection of Studebaker Rd and Route 105 on/off-ramps. Relocate controller cabinet, BBS, and service cabinet."
MB000215,7,VEN,101,4.9,4.9,4P920,719000351.0,2019.0,10/30/20,Protective Betterments (201.150),150,10,275,435,Active,"In Ventura County, NB off-ramp to Lynn Rd. Replace existing overhead sign panel with action arrow"
MB000216,7,LA,91,12.24,12.24,4P830,719000255.0,2019.0,,Mobility - Operational Improvements (201.310),100,10,110,220,Active,"In Los Angeles County, In City of Long Beach, WB Route 91 to Atlantic Ave. Remove OH sign panel circuit, install new service box type (3BF)."
MA000218,7,VEN,1,1.1,1.1,4P850,719000259.0,2019.0,,Safety - Collision Reduction (201.015),350,20,800,1170,Active,"In Ventura County, PCH south of Yerba Buena Rd. Install hybrid beacon signal."
MA000284,7,LA,10,31.3,31.3,4V160,719000193.0,,12/08/20,Sustainability/Climate Change (201.335),0,0,0,0,Active,"In Los Angeles County, Routes 10 and 126 at various locations. Restore existing bioswales."
MA000307,7,LA,91,R10.0,R10.3,4V100,719000078.0,,03/29/21,Safety - Collision Reduction (201.015),0,0,0,0,Active,"In Los Angeles County, Route 91 offramp to Alameda. Construct fence, grading paved access road, and installing and extending guardrail on the on/offramp."
MB000318,7,LA,105,R14.1,R14.7,1XJ80,719000114.0,2019.0,,Major Damage - Emergency Opening (201.130),100,0,250,350,Active,"In Los Angeles County, in Downey from Garfield Ave OC to Paramount Blvd OC. Remove and replace the failed dewatering well pumps and motors and clean the screens inside the well and upgrade the automation systems. District level DO"
MB000319,7,LA,1,18.87,18.87,1XJ90,719000116.0,2019.0,,Major Damage - Emergency Opening (201.130),90,10,190,290,Active,"In Los Angeles County, in City of Redondo Beach, on LA-1 at Knob Hill Ave. Remove existing curb ramps and reconstruct to ADA compliant curb ramps, reconfigure crosswalks and relocate pull boxes. District level DO."
MB000320,7,LA,47,0.3,0.3,1XK60,719000158.0,2019.0,,Major Damage - Emergency Opening (201.130),190,0,300,490,Active,"In Los Angeles County, on northbound LA-110 onramp from Front Street/Harbor Blvd in Long Beach. Repair the eroded slopes and undermined shoulders, repair damaged irrigation and electrical lines, and repair AC dikes & chain link fence. District Level DO"
MB000321,7,LA,170,18.5,20.5,1XL80,719000204.0,2019.0,,Major Damage - Emergency Opening (201.130),190,0,300,490,Active,"In Los County, in northbound and southbound LA-170 at PM 18.6 & 20.48, in North Hollywood & Granada Hills. Repair the damaged drainage facility, reconstruct eroded slope, repair AC dike, and repair the damaged chain link fence. District level DO"
MA000325,7,LA,101,31.1,35.1,4U040,717000238.0,,09/29/20,Drainage (201.151),0,0,0,0,Active,"In Los Angeles County, in Agoura Hills and Calabasas between Las Virgenes Road and Kanan Road. Replace asphalt concrete shoulder and dikes; cold plane and overlay shoulders."
MA000330,7,LA,134,8.5,8.5,,,2019.0,,Facilities (201.352),300,50,450,800,Active,"Facilities TMC Rehab., Rte 002,pm R18.7, parking lot pavement rehab."
MA000343,7,LA,405,20.5,28,4V170,719000354.0,,02/02/21,Pavement (201.121),0,0,0,0,Active,"In Los Angeles County, Inglewood and Culver City from 0.2 mile north of El Segundo to Venice Boulevard. Replace damaged concrete pavement slabs, adjust drainage inlets, grind median and roadside shoulder areas at various locations."
MA000346,7,LA,60,15.5,18.5,4V220,720000203.0,,03/08/21,Roadside (201.210),0,0,0,0,Active,"In Los Angeles County, City of Industry and Hacienda Heights from Hacienda Boulevard Overcrossing to Azusa Avenue Overcrossing. Highway planting restoration."
MB000359,7,VEN,118,11.80,13.76,1XM30,719000233.0,2019.0,,Major Damage - Emergency Opening (201.130),23,0,50,73,Active,"In Ventura County, in the City of Moorpark on VEN 118 at PM 11.80 and PM 13.76 to install steel ramps and signs at La Cumbre Creek Culvert and Wailing Siren Culvert (wildlife passage)"
MB000360,7,LA,710,19.1,19.1,1XM90,719000261.0,2019.0,,Major Damage - Emergency Opening (201.130),50,0,125,175,Active,"In Los Angeles County, in the City of Bell Gardens, on northbound LA 710 approximately 0.6 miles south of Florence Avenue OC to repair and regrade the earth ditch along the shoulder and soundwall on northbound LA 710."
MB000361,7,LA,134,R8.92,R8.92,1XN60,720000039.0,2019.0,,Major Damage - Emergency Opening (201.130),40,0,100,140,Active,"In Los Angeles County, in the City of Glendale at the Los Angeles Transportation Management Center (LATMC)."
MB000362,7,LA,91,R14.61,R14.61,1XN70,720000040.0,2019.0,,Major Damage - Emergency Opening (201.130),40,0,90,130,Active,"In Los Angeles County, in the City of Bellflower on SB Lakewood Blvd. to EB LA-91 on-ramp (PM R14.61)"
MB000363,7,LA,405,15.98,15.98,1XP20,720000073.0,2019.0,,Major Damage - Emergency Opening (201.130),18,0,60,78,Active,"In Los Angeles County, in the City of Torrance at the Torrance Maintenance Station (3800' west of LA-405 at PM 15.98)."
MA000364,7,VEN,101,,,4P990,720000184.0,,,Protective Betterments (201.150),300,20,1250,1570,Active,"In Ventura County, repair eroded slope along southbound right shoulder, thousand feet south of Carmen Drive, at the southbound onramp. Repair eroded slope and drainage."
MB000365,7,LA,605,R4.3,R4.3,0Q150,720000190.0,2021.0,02/10/21,Protective Betterments (201.150),300,10,314,624,Active,"In Los Angeles County, from NB on-ramp EB South St. to Artesia Blvd. Repair slope project."
MB000366,7,LA,101,1.12,1.12,0Q160,720000192.0,2021.0,,Drainage (201.151),0,0,76,76,Active,In Los Angeles County between N. Spring St. and N. Main St. Cooperative Agreement with County of Los Angeles. Financial Contribution Only (FCO). Replace culvert/pipe project.
MB000368,7,LA,710,14.6,R15.7,0Q470,720000217.0,,02/12/21,Pavement (201.121),0,0,0,0,Active,"In Los Angeles County, in Paramount and Lynwood from Rosecrans Avenue to Route 105/710 Separation. Slabs replacement."
MA000457,7,LA,1,10.436,10.436,4V210,720000174.0,,,Mobility - Operational Improvements (201.310),500,20,700,1220,Active,"In Los Angeles County, in the city of Wilmington, at Broad Avenue and Pacific Coast Highway (PCH). Modify traffic signal and install protected left-turn phase and Americans with Disabilities Act (ADA) components."
MA000458,7,LA,5,R59.5,R81.8,4V180,720000170.0,,,Mobility - Operational Improvements (201.310),600,20,1000,1620,Active,"In Los Angeles County, Routes 5, 14, and 138 at various locations. Install new gates and upgrade existing gates at onramps."
MB000459,7,VEN,101,30.7,30.7,4P760,719000089.0,2021.0,,Sustainability/Climate Change (201.999),250,10,250,510,Active,"In Ventura County, 157 Garden Street. Restore Maint. Facility Planting"
MB000460,7,LA,5,,,4P950,720000142.0,,,Sustainability/Climate Change (201.330),200,0,320,520,Active,"In Los Angeles County, city of Newhall, 25111 The Old Road, Stevenson Ranch 91381. Project proposed to reconstruct roof, ceiling, mold removal, and paint existing Caltrans Office Building."
MB000462,7,LA,10,R6.4,R6.7,4P980,720000178.0,,02/12/21,Roadside (201.210),0,0,0,0,Active,"In Los Angeles County, in Los Angeles from Overland Overcrossing to Motor Avenue Undercrossing. Landscaping restoration."
MB000464,7,LA,101,S0.62,S0.62,0Q480,720000243.0,,,Mobility - ADA (201.361),200,10,80,290,Active,"In Los Angeles County, city of Los Angeles, 4th Street Overcrossing. Install Americans with Disabilities Act (ADA) curb ramps."
MB000466,7,LA,405,13.28,13.83,0Q430,720000199.0,,02/10/21,Safety - Collision Reduction (201.015),0,0,0,0,Active,"In Los Angeles County, southbound Route 405 between Normandie and Vermont Avenue. Install guardrail."
MB000468,7,LA,170,R18.65,R18.65,0Q390,720000198.0,,02/12/21,Safety - Collision Reduction (201.015),0,0,0,0,Active,"In Los Angeles County, Route 170 northbound Whitsett Avenue Overcrossing Bridge No. 53-490. Remove existing guardrail and install concrete barrier with end terminal."
MA000529,7,LA,5,8.183,8.183,,,2021.0,,Mobility - Operational Improvements (201.310),700,20,550,1270,Active,Northbound I-5 off-ramp to Lakewood/Rosemead Upgrade traffic signal system
MB000542,7,LA,126,2.37,2.37,1XQ80,720000259.0,2019.0,,Major Damage - Emergency Opening (201.130),560,0,333,893,Active,"DO to install a temporary traffic signal system, modify the pavement delineation and connect the permanent power supply in the Castaic Area of Los Angeles County."
MB000730,7,LA,91,R10.2,R10.2,1XR20,720000283.0,,,Major Damage - Emergency Opening (201.130),0,0,160,160,Active,"In Los Angeles County, on eastbound LA-91 to Alameda Off-ramp, in the city of Compton. Repair the washed out slopes and undermined shoulder, remove and replace the AC dike and place jute mesh & fiber rolls on the reconstructed slope."
MB000731,7,LA,2,49.52,49.52,1XR30,721000011.0,,,Major Damage - Emergency Opening (201.130),0,0,160,160,Active,"In Los Angeles County, City of Palmdale, on Angeles Crest Highway (LA-2) at the Chilao Maintenance Station . To convert the existing heating system and install new kitchen appliances (stove/oven)."
MB000738,7,VEN,1,4.42,4.42,1XR10,720000286.0,,,Major Damage - Emergency Opening (201.130),0,5,25,30,Active,"In Ventura County, at the Caltrans Big Sycamore Maintenance Station. Director's Order project to repair damaged roof."
MB000750,7,LA,710,19.013,22.463,0Q740,720000271.0,,02/15/21,Pavement (201.121),0,0,0,0,Active,In Los Angeles County at 710 and Washington Blvd. on-ramps and off-ramps. 0.2' cold plane and 0.2' RHMA-G overlay.
MB000762,7,LA,213,3.66,3.66,1XR60,721000023.0,,,Major Damage - Emergency Opening (201.130),0,0,250,250,Active,"In Los Angeles County, City of Rancho Palos Verdes, southbound LA-213 at Post Mile 3.66. Emergency contract to excavate sinkhole on Asphalt concrete (AC), perform traffic control, and replace AC pavement in kind."
MA000763,7,VEN,126,,,4V120,719000093.0,,,Facilities (201.352),100,10,900,1010,Active,"In Ven Co Route 126 pm 20.3, Fillmore Maintenance Station Construct new wash rack."
MA000781,7,LA,213,,,4V230,720000204.0,,,Mobility - Operational Improvements (201.310),350,20,900,1270,Active,"In Los Angeles County, Western Avenue at 238th Street. Install protected left turn signal phasing."
MA000782,7,LA,107,,,4V270,721000088.0,,,Mobility - Operational Improvements (201.310),300,20,650,970,Active,"In Los Angeles County, Intersection of Route 107 (Hawthorne Blvd) and 238th St. Install traffic signal"
MA000783,7,VEN,34,,,4V290,721000090.0,,,Mobility - Operational Improvements (201.310),300,20,800,1120,Active,"In Ventura County, in City of Camarillo at the intersection of Lewis Rd (Rte 34) and Temple Ave. Install new traffic signal"
MA000784,7,LA,5,,,4V300,721000091.0,,,Mobility - Operational Improvements (201.310),300,20,600,920,Active,"In Los Angeles County, Northbound Route 5 to Lakewood/Rosemead Blvd. Modify signal."
MA000785,7,LA,1,,,4V310,721000092.0,,,Mobility - Operational Improvements (201.310),250,20,550,820,Active,"In Los Angeles County, City of Redondo Beach, Pacific Coast Highway (PCH) at Rudy St, and Guadalupe Ave. Modify signals and install projected left turn phase."
MA000791,7,LA,405,,,4V320,721000095.0,,,Sustainability/Climate Change (201.335),250,0,1200,1450,Active,"In Los Angeles County, in Inglewood from W. Century Blvd to W. Florence Ave. Restore Landscaping."
MA000792,7,LA,60,,,4V330,721000096.0,,,Roadside (201.210),250,0,1000,1250,Active,"In Los Angeles County, City of Industry and Rowland Heights, from Fullerton Ave OC to Nogales Ave OC. Highway Planting Restoration."
MA000799,7,LA,210,,,4U160,721000042.0,,,Sustainability/Climate Change (201.335),300,0,1200,1500,Active,"In Los Angeles County, in La Canada Flintridge from La Canada Blvd to Commonwealth Ave. Restore bioswales & landscape."
MA000800,7,LA,10,,,4V240,720000227.0,,,Safety - Collision Reduction (201.015),250,10,1000,1260,Active,"In Los Angeles County, in the City of Baldwin Park and East Los Angeles Interchange. Concrete staining work to the existing paving areas"
MB000801,7,LA,164,,,0Q880,721000106.0,,,Pavement (201.121),150,0,168,318,Active,"In Los Angeles County, northbound Rosemead Boulevard just past the westbound 60 off ramp. Pavement Rehabilitation."
MB000802,7,LA,405,,,0Q760,720000276.0,,,Facilities (201.352),200,0,320,520,Active,"In Los Angeles County, Sawtelle MS located at 2532 Sawtelle Blvd. Assemble Steel storage building."
MB000803,7,LA,210,,,0Q790,721000041.0,,,Roadside (201.210),100,200,300,600,Active,"In Los Angeles County, in La Canada at Route 2 Interchange. Highway Planting Installation."
MB000804,7,LA,101,,,0Q820,721000100.0,,,Roadside (201.210),100,0,300,400,Active,"In Los Angeles County, in Encino, northbound slope south of Louise Ave. OC. Highway Planting Restoration."
MB000805,7,LA,105,,,0Q840,721000101.0,,,Roadside (201.210),100,0,300,400,Active,"In Los Angeles County, in City of Norwalk from Dormart Ave to Rosecrans Ave. Highway Planting Restoration."
MB000806,7,LA,14,,,0Q890,721000107.0,,,Pavement (201.121),150,0,300,450,Active,"In Los Angeles County, in Santa Clarita, from Santa Clara River to Sand Canyon Road. Asphalt Concrete Repair."
MB000808,7,LA,405,,,0Q800,721000097.0,,,Roadside (201.210),100,200,300,600,Active,"In Los Angeles County, in City of Long Beach from Cherry Avenue to Utility Crossing. Highway Planting Restoration."
MB000809,7,LA,10,,,0Q810,721000099.0,,,Roadside (201.210),100,200,300,600,Active,"In Los Angeles County, in El Monte and Baldwin Park from Baldwin Avenue to Route I 605/10 Intersection. Highway Planting Restoration."
MB000810,7,LA,210,,,0Q900,721000108.0,,,Pavement (201.121),150,0,300,450,Active,In Los Angeles County in Sunland from 0.3 mile west of Sunland Boulevard to 0.2 mile east of Sundland Boulevard. Replace asphalt concrete surfacing.
MA000812,7,LA,2,,,,,,,Facilities (201.352),100,10,380,490,Active,"In LA Co Rte 002 pm R18.7, Replace Roof."
MB000813,7,LA,5,40.8,41.4,0Q780,721000020.0,,02/19/21,Sustainability/Climate Change (201.335),0,0,0,0,Active,"In Los Angeles County, City of Pacoima N. of Roxford St. to beginning of truck lanes. Re-establish failed bioswales."
MB000815,7,LA,118,,,0Q910,721000109.0,,,Safety - Collision Reduction (201.015),150,20,300,470,Active,"In Los Angeles County, Route 118 at Topanga Canyon Blvd. Install MBGR on right shoulder before and after the bridge"
MB000816,7,VEN,118,,,0Q920,721000110.0,,,Safety - Collision Reduction (201.015),150,20,300,470,Active,"In Ventura County, EB Ventura 118 at Kuehner Drive. Install Midwest Guardrail System (MGS) on right shoulder."
MB000817,7,LA,1,,,0Q930,721000111.0,,,Safety - Collision Reduction (201.015),150,20,300,470,Active,"In Los Angeles County, PCH from Temescal Canyon Rd. to Topanga Canyon Blvd. Install Qwik Kurb in various Locations along PCH."
MB000818,7,LA,405,,,0Q940,721000112.0,,,Safety - Collision Reduction (201.015),150,20,300,470,Active,"In Los Angeles County, along the mainline near the I-405 SB off-ramp to Vermont Avenue/190th Street. Upgrade metal beam guardrail (MBGR) project."
MB000828,7,LA,110,26.29,26.29,1XS50,721000084.0,,,Major Damage - Emergency Opening (201.130),0,0,100,100,Active,"In Los Angeles County, on southbound State Route 110 at PM 26.29 in the City of Los Angeles. This Director's Order project to repair the damaged slope and irrigation system and restore the landscaped area in kind."
MB000836,7,LA,1,22.2,22.2,1XR90,721000054.0,,,Major Damage - Emergency Opening (201.130),0,0,60,60,Active,"In Los Angeles County, in the City of Manhattan Beach on Lane #3 of Northbound LA 1 at PM 22.2"
MA000856,7,LA,5,,,4V350,721000120.0,,,Sustainability/Climate Change (201.999),150,10,1250,1410,Active,"In Los Angeles County, City of Santa Fe Springs, at corner of Florence Ave. and Orr&Day Road. Grading, paving, electrical conduits, and fencing."
MB000863,7,LA,60,11.78,11.78,1XT30,721000129.0,,,Major Damage - Emergency Opening (201.130),0,0,100,100,Active,"On eastbound (EB) LA-60 at PM 11.78, at the end of the Bridge No. 53-1535, in the City of Whittier in Los Angeles County."
MA000894,7,LA,138,,,4V360,721000138.0,,,Drainage (201.151),250,10,1250,1510,Active,"In Los Angeles County, in Pearblossom, from 121 Street east to Longview Rd. Drainage Modification."
MB000914,7,LA,1,31.1,31.3,1XU50,721000160.0,,,Major Damage - Emergency Opening (201.130),0,0,215,215,Active,"In Los Angeles County, city of Marina Del Rey. Director's Order Project to repair failed drainage system and damaged curbside drainage inlet."
MB000954,7,LA,5,,,0Q950,721000152.0,,,Sustainability/Climate Change (201.335),150,0,320,470,Active,In Los Angeles County on Route 5 from North of Rinaldi Street to South of Route 405 Connector. Re-establish failed Bio Swales.
MB000977,7,LA,91,,,0Q010,720000188.0,,,Safety - Collision Reduction (201.015),180,0,310,490,Active,"In Los Angeles County, City of Bellflower between Downey Ave. on-ramp to Lake Wood Blvd off-ramp. removing existing guardrail and installing Midwest Guardrail System (MGS) with end treatment."
MB000978,7,LA,105,,,4P840,719000258.0,,,Mobility - ADA (201.361),150,0,250,400,Active,"In Los Angeles County, City of Downey, intersection of Lakewood and Route 105 on/offramps. Upgrade Americans with Disabilities Act (ADA) curb ramps."
MB001126,7,LA,101,0.02,0.6,1XV10,721000201.0,,,Major Damage - Emergency Opening (201.130),0,0,300,300,Active,"In Los Angeles County, City of Los Angeles, on Southbound LA-101. Director's Order Emergency contract to remove and replace broken concrete slabs."
MA001167,7,LA,110,21.04,21.04,1XS60,721000124.0,,01/25/21,Bridge - Health (201.110),0,0,0,0,Active,"In Los Angeles County, City of Los Angeles on LA-110 at PM 21.04. Remove damaged POC at 21st Street."
